SEX,COUNTRY,YEAR,rate
BTSX,KGZ,2010,11.3811
MLE,KGZ,2015,16.0609
FMLE,KGZ,2015,3.85
FMLE,KGZ,2016,3.66
BTSX,KGZ,2017,8.26
FMLE,KHM,2010,3.17
FMLE,KHM,2019,2.77
MLE,KHM,2017,7.23
FMLE,KHM,2013,3.0
FMLE,KHM,2016,2.88
MLE,KHM,2018,7.17
FMLE,KHM,2014,2.92
MLE,KHM,2019,7.03
BTSX,KHM,2016,5.07
BTSX,KGZ,2015,9.89
MLE,KGZ,2014,16.9691
BTSX,KGZ,2014,10.4743
MLE,KGZ,2017,13.1691
FMLE,KGZ,2018,3.36
MLE,KGZ,2016,13.6796
BTSX,KGZ,2019,7.39
MLE,KGZ,2011,17.8983
FMLE,KGZ,2019,3.18
BTSX,KGZ,2018,8.0
FMLE,KGZ,2012,4.39
MLE,KGZ,2013,17.0779
MLE,KGZ,2012,17.6106
BTSX,KHM,2010,5.37
FMLE,KHM,2011,3.09
MLE,KHM,2014,7.33
BTSX,KHM,2014,5.07
BTSX,KHM,2015,5.06
FMLE,KHM,2012,3.06
MLE,KHM,2013,7.43
BTSX,KHM,2013,5.16
BTSX,KHM,2018,4.93
BTSX,KHM,2017,4.96
FMLE,KHM,2018,2.79
FMLE,KHM,2017,2.8
BTSX,KHM,2011,5.27
MLE,KHM,2012,7.54
FMLE,KHM,2015,2.89
MLE,KHM,2015,7.33
BTSX,KHM,2012,5.24
BTSX,KHM,2019,4.85
MLE,KHM,2010,7.68
MLE,KHM,2016,7.36
MLE,KHM,2011,7.57
FMLE,KIR,2014,9.5
FMLE,KIR,2018,8.6
BTSX,KIR,2016,29.5147
FMLE,KIR,2016,9.25
MLE,KIR,2015,50.7694
FMLE,KIR,2012,9.57
MLE,KIR,2012,51.1162
FMLE,KIR,2015,9.41
MLE,KIR,2014,50.7436
MLE,KIR,2010,52.3847
MLE,KIR,2011,52.6295
BTSX,KIR,2012,29.9941
MLE,KIR,2017,50.7728
BTSX,KIR,2017,29.5647
MLE,KIR,2016,50.4988
FMLE,KIR,2019,8.65
BTSX,KIR,2018,28.0806
MLE,KIR,2018,48.2295
BTSX,KIR,2011,30.8118
MLE,KOR,2019,40.2313
FMLE,KOR,2014,17.1907
BTSX,KOR,2017,25.7888
MLE,KOR,2018,41.2236
MLE,KOR,2014,40.6913
FMLE,KOR,2017,14.7009
MLE,KOR,2012,40.8853
BTSX,KOR,2012,30.1965
MLE,KOR,2011,47.0133
FMLE,KIR,2010,9.7
BTSX,KIR,2015,29.7283
BTSX,KIR,2019,28.2897
FMLE,KIR,2013,9.64
MLE,KIR,2013,51.9918
BTSX,KIR,2010,30.7047
FMLE,KIR,2011,9.69
BTSX,KIR,2013,30.4528
BTSX,KIR,2014,29.7642
FMLE,KIR,2017,9.08
MLE,KIR,2019,48.5971
MLE,KOR,2013,42.5379
MLE,KOR,2015,39.5481
BTSX,KOR,2019,28.5711
BTSX,KOR,2011,34.4805
MLE,KOR,2017,36.8352
BTSX,KOR,2013,30.5745
FMLE,KOR,2016,16.0104
BTSX,KOR,2016,27.1899
FMLE,KOR,2015,16.5006
MLE,KOR,2010,44.9401
MLE,KOR,2016,38.3238
BTSX,KOR,2014,28.9664
FMLE,KOR,2012,19.4636
FMLE,KOR,2011,21.8968
FMLE,KOR,2013,18.5602
FMLE,KOR,2018,15.8974
BTSX,KOR,2015,28.0491
FMLE,KOR,2019,16.8774
BTSX,KOR,2018,28.5816
BTSX,KOR,2010,34.015
FMLE,KOR,2010,23.0442
BTSX,KWT,2016,2.63
MLE,KWT,2011,3.28
MLE,KWT,2013,3.58
FMLE,KWT,2013,0.814
MLE,KWT,2018,4.16
MLE,KWT,2016,3.94
BTSX,KWT,2014,2.5
MLE,KWT,2015,3.83
FMLE,KWT,2012,0.89
FMLE,KWT,2016,0.72
BTSX,KWT,2012,2.38
BTSX,KWT,2013,2.42
BTSX,KWT,2015,2.56
BTSX,KWT,2017,2.71
MLE,KWT,2019,4.3
BTSX,KWT,2010,2.46
BTSX,KWT,2019,2.91
FMLE,KWT,2018,0.716
MLE,KWT,2014,3.72
MLE,KWT,2012,3.45
MLE,KWT,2017,4.04
FMLE,KWT,2014,0.794
BTSX,KWT,2011,2.29
FMLE,KWT,2017,0.714
FMLE,KWT,2015,0.737
BTSX,KWT,2018,2.8
FMLE,KWT,2011,0.925
FMLE,KWT,2019,0.734
MLE,KWT,2010,3.52
FMLE,KWT,2010,1.0
MLE,LAO,2012,7.59
FMLE,LAO,2014,3.52
BTSX,LAO,2010,6.0
FMLE,LAO,2012,3.8
MLE,LAO,2014,7.52
MLE,LAO,2019,7.63
BTSX,LAO,2015,5.59
BTSX,LAO,2018,5.62
BTSX,LAO,2019,5.43
FMLE,LAO,2019,3.23
FMLE,LAO,2018,3.33
MLE,LAO,2011,7.82
BTSX,LAO,2011,5.92
FMLE,LAO,2017,3.37
FMLE,LAO,2015,3.45
FMLE,LAO,2011,4.05
MLE,LAO,2013,7.66
MLE,LAO,2010,7.84
MLE,LAO,2017,7.88
BTSX,LAO,2014,5.53
MLE,LAO,2015,7.71
FMLE,LAO,2010,4.19
FMLE,LAO,2016,3.42
BTSX,LAO,2016,5.59
BTSX,LAO,2012,5.69
MLE,LAO,2018,7.9
FMLE,LAO,2013,3.68
MLE,LAO,2016,7.74
BTSX,LAO,2017,5.63
BTSX,LAO,2013,5.67
MLE,LBN,2010,4.09
MLE,LBN,2014,3.75
FMLE,LBN,2010,1.89
FMLE,LBN,2012,1.84
BTSX,LBN,2015,2.79
BTSX,LBN,2013,2.95
FMLE,LBN,2011,1.88
MLE,LBN,2013,4.08
MLE,LBN,2012,4.04
MLE,LBN,2017,4.16
BTSX,LBN,2017,2.96
BTSX,LBN,2019,2.77
MLE,LBN,2015,3.83
MLE,LBN,2019,3.81
FMLE,LBN,2015,1.74
FMLE,LBN,2016,1.72
MLE,LBN,2011,4.13
FMLE,LBN,2013,1.8
BTSX,LBN,2010,3.01
FMLE,LBN,2019,1.72
BTSX,LBN,2016,2.71
BTSX,LBN,2011,3.02
MLE,LBN,2018,3.42
BTSX,LBN,2012,2.95
FMLE,LBN,2014,1.75
BTSX,LBN,2018,2.51
BTSX,LBN,2014,2.76
FMLE,LBN,2018,1.59
MLE,LBN,2016,3.69
FMLE,LBN,2017,1.75
BTSX,LBR,2010,4.9
MLE,LBR,2010,5.85
FMLE,LBR,2013,3.92
BTSX,LBR,2013,4.91
FMLE,LBR,2014,4.02
FMLE,LBR,2011,4.04
BTSX,LBR,2018,4.42
MLE,LBR,2015,5.31
MLE,LBR,2018,5.31
BTSX,LBR,2019,4.45
BTSX,LBR,2011,5.0
MLE,LBR,2013,5.89
MLE,LBR,2011,5.95
MLE,LBR,2019,5.59
BTSX,LBR,2014,4.91
FMLE,LBR,2010,3.93
MLE,LBR,2014,5.79
BTSX,LBR,2015,4.49
BTSX,LBR,2017,4.46
FMLE,LBR,2016,3.65
MLE,LBR,2017,5.27
FMLE,LBR,2017,3.65
BTSX,LBR,2012,4.99
FMLE,LBR,2018,3.53
BTSX,LBR,2016,4.48
MLE,LBR,2016,5.3
FMLE,LBR,2015,3.66
FMLE,LBR,2019,3.29
FMLE,LBR,2012,3.97
MLE,LBR,2012,6.0
MLE,LBY,2017,7.78
MLE,LBY,2015,7.92
BTSX,LBY,2011,5.05
BTSX,LBY,2016,4.95
BTSX,LBY,2017,5.53
BTSX,LBY,2019,4.48
FMLE,LBY,2016,3.03
FMLE,LBY,2013,3.12
MLE,LBY,2011,6.81
BTSX,LBY,2014,6.26
MLE,LBY,2018,8.1
FMLE,LBY,2015,3.13
BTSX,LBY,2012,5.71
FMLE,LBY,2014,3.23
FMLE,LBY,2011,3.21
MLE,LBY,2019,6.01
MLE,LBY,2014,9.2
MLE,LBY,2013,6.44
MLE,LBY,2010,7.42
FMLE,LBY,2010,3.66
FMLE,LBY,2019,2.91
MLE,LBY,2016,6.84
FMLE,LBY,2012,3.38
BTSX,LBY,2018,5.76
FMLE,LBY,2018,3.37
BTSX,LBY,2010,5.58
MLE,LBY,2012,7.96
BTSX,LBY,2013,4.8
BTSX,LBY,2015,5.56
FMLE,LBY,2017,3.23
BTSX,LCA,2014,8.93
BTSX,LCA,2015,8.65
FMLE,LCA,2018,1.68
MLE,LCA,2016,13.3685
MLE,LCA,2019,14.2688
MLE,LCA,2014,16.2897
MLE,LCA,2012,15.8248
MLE,LCA,2013,14.964
FMLE,LCA,2016,1.63
MLE,LCA,2011,13.0297
FMLE,LCA,2017,1.68
BTSX,LCA,2019,7.88
FMLE,LCA,2011,1.63
FMLE,LCA,2012,1.82
MLE,LCA,2010,14.353
FMLE,LCA,2010,1.71
FMLE,LCA,2013,1.75
BTSX,LCA,2017,7.94
BTSX,LCA,2013,8.26
MLE,LCA,2018,14.5553
BTSX,LCA,2016,7.41
BTSX,LCA,2018,8.02
BTSX,LCA,2010,7.93
FMLE,LCA,2015,1.76
FMLE,LCA,2019,1.67
BTSX,LCA,2012,8.72
BTSX,LCA,2011,7.24
MLE,LCA,2017,14.3917
FMLE,LCA,2014,1.8
MLE,LCA,2015,15.7547
BTSX,LKA,2019,13.9629
MLE,LKA,2014,21.605
BTSX,LKA,2014,13.0937
FMLE,LKA,2019,6.24
FMLE,LKA,2017,6.44
MLE,LKA,2019,22.3334
MLE,LKA,2018,22.6106
MLE,LKA,2016,23.6
BTSX,LKA,2013,15.2416
BTSX,LKA,2018,14.1557
FMLE,LKA,2018,6.34
BTSX,LKA,2012,16.5855
BTSX,LKA,2015,15.1378
BTSX,LKA,2010,21.9086
FMLE,LKA,2015,6.69
MLE,LKA,2012,26.6894
BTSX,LKA,2016,14.7617
FMLE,LKA,2013,6.65
MLE,LKA,2013,24.4117
MLE,LKA,2015,24.2143
FMLE,LKA,2014,5.15
MLE,LKA,2010,32.9646
FMLE,LKA,2016,6.56
BTSX,LKA,2017,14.4195
FMLE,LKA,2010,11.4154
MLE,LKA,2011,29.0993
BTSX,LKA,2011,17.9378
FMLE,LKA,2011,7.39
FMLE,LKA,2012,7.08
MLE,LKA,2017,23.0404
FMLE,LSO,2013,37.5472
FMLE,LSO,2017,30.8212
MLE,LSO,2018,124.5564
FMLE,LSO,2019,30.0928
BTSX,LSO,2019,72.4357
FMLE,LSO,2018,29.9332
BTSX,LSO,2018,76.56651
MLE,LSO,2015,147.3488
FMLE,LSO,2010,25.9168
MLE,LSO,2019,115.9658
BTSX,LSO,2016,86.9973
MLE,LSO,2016,139.5874
MLE,LSO,2011,111.753
BTSX,LSO,2015,92.4021
FMLE,LSO,2015,39.3001
BTSX,LSO,2014,92.6412
MLE,LSO,2010,107.2233
MLE,LSO,2014,147.8102
BTSX,LSO,2013,87.6391
BTSX,LSO,2017,78.3161
BTSX,LSO,2012,79.1082
FMLE,LSO,2012,34.4826
MLE,LSO,2013,139.8896
MLE,LSO,2017,127.2498
MLE,LSO,2012,125.8852
FMLE,LSO,2016,36.0416
FMLE,LSO,2014,39.5154
BTSX,LSO,2010,65.4339
FMLE,LSO,2011,29.4376
BTSX,LSO,2011,69.5295
FMLE,LTU,2018,10.1093
BTSX,LTU,2011,38.0744
MLE,LTU,2019,45.4082
BTSX,LTU,2016,32.7687
BTSX,LTU,2017,29.6731
BTSX,LTU,2014,35.5929
BTSX,LTU,2013,40.4508
BTSX,LTU,2012,35.0478
FMLE,LTU,2017,11.5028
FMLE,LTU,2014,11.5572
MLE,LTU,2014,63.7898
FMLE,LTU,2011,14.1519
FMLE,LTU,2019,9.56
BTSX,LTU,2019,26.1436
FMLE,LTU,2016,9.56
MLE,LTU,2012,61.5906
FMLE,LTU,2012,12.4514
MLE,LTU,2016,59.9091
FMLE,LTU,2010,12.8823
BTSX,LTU,2010,37.2423
FMLE,LTU,2015,11.9401
BTSX,LTU,2018,27.3733
MLE,LTU,2017,50.8745
MLE,LTU,2013,71.6417
FMLE,LTU,2013,13.8881
MLE,LTU,2018,47.4708
MLE,LTU,2015,61.7082
MLE,LTU,2011,66.1614
MLE,LTU,2010,65.8022
BTSX,LTU,2015,34.8585
FMLE,LUX,2017,6.02
BTSX,LUX,2014,12.6587
MLE,LUX,2014,16.2355
BTSX,LUX,2016,10.1613
BTSX,LUX,2012,11.3419
BTSX,LUX,2011,11.9241
MLE,LUX,2017,13.6028
FMLE,LUX,2011,7.39
FMLE,LUX,2012,7.65
BTSX,LUX,2017,9.84
MLE,LUX,2011,16.5036
FMLE,LUX,2015,7.71
MLE,LUX,2019,15.3435
FMLE,LUX,2014,9.07
FMLE,LUX,2019,7.1
MLE,LUX,2018,14.5397
MLE,LUX,2013,15.5088
BTSX,LUX,2013,11.2612
FMLE,LUX,2013,7.02
BTSX,LUX,2018,10.6293
MLE,LUX,2015,16.6035
MLE,LUX,2016,13.9226
MLE,LUX,2010,17.2754
FMLE,LUX,2010,6.82
BTSX,LUX,2010,12.013
BTSX,LUX,2015,12.1749
MLE,LUX,2012,15.0562
BTSX,LUX,2019,11.2655
FMLE,LUX,2016,6.36
FMLE,LUX,2018,6.65
FMLE,LVA,2015,8.38
MLE,LVA,2012,42.7948
BTSX,LVA,2012,23.5264
BTSX,LVA,2017,21.4495
BTSX,LVA,2019,20.1248
MLE,LVA,2015,37.2087
MLE,LVA,2019,35.4627
FMLE,LVA,2017,8.29
BTSX,LVA,2011,22.6812
BTSX,LVA,2018,18.085
MLE,LVA,2017,36.9393
MLE,LVA,2013,37.6711
MLE,LVA,2010,42.1029
BTSX,LVA,2010,22.4937
BTSX,LVA,2014,20.7398
BTSX,LVA,2016,21.2656
MLE,LVA,2018,34.2559
FMLE,LVA,2010,5.93
FMLE,LVA,2011,7.21
FMLE,LVA,2013,6.2
FMLE,LVA,2018,4.32
MLE,LVA,2011,40.9967
FMLE,LVA,2016,8.21
FMLE,LVA,2014,7.12
FMLE,LVA,2012,7.25
FMLE,LVA,2019,7.04
MLE,LVA,2016,36.6669
BTSX,LVA,2015,21.5967
MLE,LVA,2014,36.8505
BTSX,LVA,2013,20.6151
BTSX,MAR,2019,7.18
MLE,MAR,2015,9.52
BTSX,MAR,2014,7.65
FMLE,MAR,2018,4.83
FMLE,MAR,2014,5.52
FMLE,MAR,2011,6.23
MLE,MAR,2011,12.1913
FMLE,MAR,2015,5.31
FMLE,MAR,2019,4.71
MLE,MAR,2010,11.982
MLE,MAR,2019,9.69
BTSX,MAR,2015,7.4
MLE,MAR,2013,10.1948
BTSX,MAR,2016,7.2
BTSX,MAR,2018,7.15
FMLE,MAR,2012,6.01
MLE,MAR,2017,9.27
BTSX,MDA,2019,14.6715
FMLE,MDA,2015,5.41
BTSX,MDA,2013,16.9568
BTSX,MDA,2016,15.8707
FMLE,MDA,2010,5.78
FMLE,MDA,2016,4.74
MLE,MDA,2010,36.4904
BTSX,MDA,2014,17.1883
BTSX,MDA,2010,20.543
FMLE,MDA,2019,4.12
MLE,MDA,2016,27.9133
FMLE,MAR,2013,5.75
BTSX,MAR,2012,8.88
FMLE,MAR,2017,4.95
BTSX,MAR,2010,9.15
MLE,MAR,2016,9.32
FMLE,MAR,2010,6.39
BTSX,MAR,2017,7.09
FMLE,MAR,2016,5.11
BTSX,MAR,2013,7.95
MLE,MAR,2018,9.51
BTSX,MAR,2011,9.17
MLE,MAR,2012,11.8205
MLE,MAR,2014,9.81
MLE,MDA,2012,28.9605
MLE,MDA,2017,26.6357
FMLE,MDA,2013,5.2
MLE,MDG,2016,7.66
FMLE,MDG,2011,3.48
BTSX,MDG,2012,5.57
BTSX,MDG,2017,5.47
FMLE,MDG,2012,3.4
MLE,MDG,2019,7.6
FMLE,MDG,2017,3.35
MLE,MDG,2010,7.89
BTSX,MDG,2018,5.46
FMLE,MDG,2013,3.4
MLE,MDG,2017,7.6
FMLE,MDG,2015,3.36
FMLE,MDG,2014,3.43
FMLE,MDA,2018,3.76
BTSX,MDA,2011,15.2635
FMLE,MDA,2011,4.38
BTSX,MDA,2012,16.9671
BTSX,MDA,2015,16.1525
FMLE,MDA,2017,4.01
MLE,MDA,2013,29.6477
MLE,MDA,2011,27.0062
FMLE,MDA,2012,5.85
MLE,MDA,2015,27.7588
BTSX,MDA,2018,14.4068
MLE,MDA,2019,26.1334
MLE,MDA,2014,30.6347
MLE,MDA,2018,25.9596
FMLE,MDA,2014,4.74
BTSX,MDA,2017,14.8718
MLE,MDG,2012,7.75
MLE,MDG,2018,7.58
BTSX,MDG,2015,5.48
MLE,MDG,2013,7.74
BTSX,MDG,2019,5.47
FMLE,MDG,2019,3.35
BTSX,MDG,2014,5.61
MLE,MDG,2015,7.62
MLE,MDG,2014,7.79
BTSX,MDG,2013,5.56
FMLE,MDG,2010,3.46
FMLE,MDG,2018,3.34
BTSX,MDG,2016,5.51
BTSX,MDG,2010,5.67
BTSX,MDG,2011,5.69
FMLE,MDG,2016,3.37
MLE,MDG,2011,7.92
BTSX,MDV,2016,3.11
MLE,MDV,2011,3.95
FMLE,MDV,2011,0.872
FMLE,MDV,2012,0.849
FMLE,MDV,2018,0.802
BTSX,MDV,2018,2.91
BTSX,MDV,2013,2.57
BTSX,MDV,2014,2.69
BTSX,MDV,2017,3.1
MLE,MDV,2016,4.62
BTSX,MDV,2011,2.57
MLE,MDV,2010,4.2
MLE,MDV,2015,4.14
MLE,MDV,2013,3.88
MLE,MDV,2012,4.01
FMLE,MDV,2017,0.794
MLE,MDV,2018,4.17
MLE,MDV,2019,3.86
FMLE,MDV,2013,0.806
FMLE,MDV,2010,0.911
MLE,MDV,2014,4.04
BTSX,MDV,2015,2.79
MLE,MDV,2017,4.52
FMLE,MDV,2014,0.793
BTSX,MDV,2019,2.74
BTSX,MDV,2012,2.63
BTSX,MDV,2010,2.7
FMLE,MDV,2016,0.783
FMLE,MDV,2019,0.803
FMLE,MDV,2015,0.785
MLE,MEX,2010,7.48
FMLE,MEX,2012,1.94
FMLE,MEX,2018,2.21
BTSX,MEX,2013,5.19
BTSX,MEX,2016,5.56
FMLE,MEX,2014,2.29
MLE,MEX,2018,8.66
BTSX,MEX,2015,5.56
FMLE,MEX,2013,1.98
BTSX,MEX,2011,5.24
BTSX,MEX,2010,4.51
MLE,MEX,2019,8.54
BTSX,MEX,2018,5.36
BTSX,MEX,2017,5.9
BTSX,MEX,2019,5.31
FMLE,MEX,2017,2.18
MLE,MEX,2017,9.79
MLE,MEX,2012,7.91
MLE,MEX,2011,8.59
BTSX,MEX,2012,4.86
MLE,MEX,2015,8.97
MLE,MEX,2014,9.16
MLE,MEX,2013,8.54
MLE,MEX,2016,9.16
FMLE,MEX,2016,2.11
FMLE,MEX,2019,2.22
FMLE,MEX,2011,2.03
FMLE,MEX,2015,2.3
BTSX,MEX,2014,5.65
FMLE,MEX,2010,1.67
MLE,MKD,2012,13.9007
BTSX,MKD,2016,9.25
MLE,MKD,2018,13.936
MLE,MKD,2017,13.8333
FMLE,MKD,2016,4.71
FMLE,MKD,2017,4.76
FMLE,MKD,2011,3.71
BTSX,MKD,2017,9.3
FMLE,MKD,2014,4.65
BTSX,MKD,2010,7.07
BTSX,MKD,2019,9.39
MLE,MKD,2019,13.9388
MLE,MKD,2014,13.8389
MLE,MKD,2016,13.7752
FMLE,MKD,2019,4.84
BTSX,MKD,2012,9.97
MLE,MKD,2015,13.6823
FMLE,MKD,2013,3.92
BTSX,MKD,2014,9.25
BTSX,MKD,2013,9.74
MLE,MKD,2013,15.5617
FMLE,MKD,2015,4.65
FMLE,MLI,2010,3.39
BTSX,MLI,2010,4.47
BTSX,MLI,2014,4.39
BTSX,MLI,2017,4.1
FMLE,MLI,2013,3.37
MLE,MLI,2014,5.47
BTSX,MLI,2016,4.21
BTSX,MKD,2011,7.39
BTSX,MKD,2015,9.17
MLE,MKD,2011,11.0766
FMLE,MKD,2012,6.04
FMLE,MKD,2018,4.81
BTSX,MKD,2018,9.38
FMLE,MKD,2010,4.04
MLE,MKD,2010,10.1004
MLE,MLI,2010,5.54
BTSX,MLI,2019,4.1
FMLE,MLI,2018,2.96
BTSX,MLI,2018,4.08
MLE,MLI,2015,5.31
MLE,MLI,2019,5.26
MLE,MLI,2011,5.59
BTSX,MLI,2011,4.46
FMLE,MLI,2014,3.32
BTSX,MLI,2015,4.28
FMLE,MLI,2011,3.33
MLE,MLI,2012,5.61
BTSX,MLT,2017,5.47
FMLE,MLT,2010,1.61
FMLE,MLT,2011,2.15
BTSX,MLT,2014,7.11
FMLE,MLT,2013,2.65
BTSX,MLT,2012,6.04
MLE,MLT,2014,11.8572
BTSX,MLT,2011,6.76
MLE,MLT,2012,10.1301
MLE,MLT,2019,9.83
BTSX,MLT,2019,6.06
BTSX,MLT,2018,5.99
MLE,MLT,2016,9.36
FMLE,MLT,2012,1.98
FMLE,MLT,2014,2.36
FMLE,MLI,2015,3.24
BTSX,MLI,2013,4.46
FMLE,MLI,2016,3.16
MLE,MLI,2016,5.27
FMLE,MLI,2017,3.0
FMLE,MLI,2012,3.35
BTSX,MLI,2012,4.48
MLE,MLI,2018,5.21
MLE,MLI,2017,5.19
MLE,MLI,2013,5.55
FMLE,MLI,2019,2.94
FMLE,MLT,2016,2.23
MLE,MLT,2018,9.7
MLE,MLT,2015,11.6142
BTSX,MLT,2015,7.18
MLE,MLT,2013,10.993
MLE,MLT,2017,8.93
MLE,MLT,2011,11.4376
BTSX,MLT,2016,5.81
FMLE,MLT,2015,2.73
MLE,MLT,2010,13.5563
BTSX,MLT,2010,7.54
FMLE,MLT,2019,2.27
FMLE,MLT,2018,2.26
FMLE,MLT,2017,1.99
BTSX,MLT,2013,6.81
MLE,MMR,2014,5.35
MLE,MMR,2011,5.54
FMLE,MMR,2016,1.18
MLE,MMR,2015,5.3
BTSX,MMR,2017,3.0
FMLE,MMR,2010,1.54
BTSX,MMR,2016,3.19
BTSX,MMR,2018,2.89
BTSX,MMR,2019,2.9
MLE,MMR,2010,5.54
FMLE,MMR,2019,1.07
FMLE,MMR,2013,1.29
MLE,MMR,2018,4.82
BTSX,MMR,2011,3.42
FMLE,MMR,2015,1.21
MLE,MMR,2013,5.36
MLE,MMR,2017,5.01
FMLE,MMR,2012,1.34
FMLE,MMR,2017,1.12
BTSX,MMR,2014,3.23
FMLE,MMR,2014,1.26
BTSX,MMR,2010,3.47
MLE,MMR,2012,5.42
FMLE,MMR,2018,1.09
FMLE,MMR,2011,1.45
BTSX,MMR,2012,3.31
BTSX,MMR,2013,3.25
MLE,MMR,2019,4.85
MLE,MMR,2016,5.34
BTSX,MMR,2015,3.18
MLE,MNE,2014,30.5146
BTSX,MNE,2019,20.9526
BTSX,MNE,2016,20.8062
BTSX,MNE,2017,21.112
BTSX,MNE,2012,20.9856
BTSX,MNE,2011,20.9192
FMLE,MNE,2011,10.6694
MLE,MNE,2016,31.1097
MLE,MNE,2010,30.4049
FMLE,MNE,2014,10.8705
MLE,MNE,2013,30.4329
MLE,MNE,2015,30.7089
FMLE,MNE,2013,10.6737
MLE,MNE,2019,31.7028
FMLE,MNE,2019,10.4386
FMLE,MNE,2018,10.6878
MLE,MNE,2012,31.3094
MLE,MNE,2018,31.9458
FMLE,MNE,2010,10.5033
BTSX,MNE,2013,20.4395
FMLE,MNE,2017,10.7074
BTSX,MNE,2010,20.3311
FMLE,MNE,2016,10.7329
FMLE,MNE,2015,10.9463
MLE,MNE,2017,31.753
BTSX,MNE,2015,20.7151
FMLE,MNE,2012,10.8998
BTSX,MNE,2018,21.198
MLE,MNE,2011,31.4163
BTSX,MNE,2014,20.58
BTSX,MNG,2013,21.0304
FMLE,MNG,2017,5.86
BTSX,MNG,2010,23.3526
FMLE,MNG,2010,8.23
BTSX,MNG,2012,21.7209
MLE,MNG,2014,33.728
MLE,MNG,2012,36.2059
FMLE,MNG,2019,5.39
BTSX,MNG,2019,17.8852
MLE,MNG,2015,33.9118
MLE,MNG,2010,38.723
BTSX,MNG,2015,20.0053
FMLE,MNG,2018,5.63
FMLE,MNG,2014,6.58
MLE,MNG,2013,35.2232
MLE,MNG,2011,37.8829
MLE,MNG,2017,32.9085
FMLE,MNG,2015,6.41
BTSX,MNG,2017,19.2117
FMLE,MNG,2016,6.19
MLE,MOZ,2011,23.9108
BTSX,MOZ,2015,13.9092
BTSX,MOZ,2014,14.3761
FMLE,MOZ,2016,5.61
FMLE,MOZ,2019,5.74
MLE,MOZ,2014,23.1717
MLE,MOZ,2015,22.4252
MLE,MOZ,2018,21.896
BTSX,MOZ,2019,13.6464
MLE,MOZ,2010,23.493
BTSX,MOZ,2011,15.261
BTSX,MOZ,2012,15.7126
BTSX,MOZ,2017,13.3957
FMLE,MOZ,2017,5.48
BTSX,MOZ,2018,13.541
FMLE,MOZ,2013,7.13
FMLE,MOZ,2015,5.92
MLE,MOZ,2013,24.0712
FMLE,MOZ,2012,7.6
FMLE,MOZ,2018,5.66
BTSX,MOZ,2016,13.5523
BTSX,MOZ,2010,14.8991
MLE,MOZ,2012,24.3985
MLE,MOZ,2019,22.0186
MLE,MOZ,2017,21.8058
FMLE,MNG,2012,7.51
MLE,MNG,2019,30.741
MLE,MNG,2016,34.3212
BTSX,MNG,2011,22.7281
BTSX,MNG,2018,18.6477
FMLE,MNG,2011,7.84
BTSX,MNG,2014,20.0102
BTSX,MNG,2016,20.0831
MLE,MNG,2018,32.014
FMLE,MNG,2013,7.12
BTSX,MOZ,2013,15.3202
FMLE,MOZ,2011,7.19
MLE,MOZ,2016,22.007
FMLE,MOZ,2014,6.13
FMLE,MOZ,2010,6.89
MLE,MRT,2016,3.88
FMLE,MRT,2012,2.29
BTSX,MRT,2016,3.04
FMLE,MRT,2015,2.2
FMLE,MRT,2017,2.19
FMLE,MRT,2016,2.2
FMLE,MRT,2011,2.26
MLE,MRT,2015,3.85
FMLE,MRT,2018,2.2
FMLE,MRT,2019,2.21
MLE,MRT,2013,3.95
MLE,MRT,2019,4.02
BTSX,MRT,2012,3.14
MLE,MRT,2017,3.96
BTSX,MRT,2014,3.06
FMLE,MRT,2014,2.23
MLE,MRT,2011,3.8
MLE,MRT,2018,3.98
BTSX,MRT,2015,3.03
FMLE,MRT,2013,2.25
BTSX,MRT,2011,3.03
MLE,MRT,2012,3.99
BTSX,MRT,2019,3.12
BTSX,MRT,2013,3.1
MLE,MRT,2010,3.86
BTSX,MRT,2018,3.09
FMLE,MRT,2010,2.31
MLE,MRT,2014,3.88
BTSX,MRT,2010,3.08
BTSX,MRT,2017,3.08
MLE,MUS,2019,16.328
FMLE,MUS,2012,4.44
FMLE,MUS,2014,3.96
MLE,MUS,2011,14.278
BTSX,MUS,2010,7.76
BTSX,MUS,2013,8.16
FMLE,MUS,2017,4.07
FMLE,MUS,2013,2.72
FMLE,MUS,2010,3.1
MLE,MUS,2015,12.1339
FMLE,MUS,2018,4.37
MLE,MUS,2016,13.608
MLE,MUS,2018,13.1392
MLE,MUS,2014,16.5805
MLE,MUS,2013,13.7012
BTSX,MUS,2016,8.09
BTSX,MUS,2018,8.7
BTSX,MUS,2015,7.94
MLE,MUS,2012,14.9304
BTSX,MUS,2012,9.64
BTSX,MUS,2019,9.47
FMLE,MUS,2019,2.77
BTSX,MUS,2011,9.04
MLE,MUS,2017,15.2809
MLE,MUS,2010,12.4996
BTSX,MUS,2017,9.62
FMLE,MUS,2015,3.82
BTSX,MUS,2014,10.2127
FMLE,MUS,2016,2.67
FMLE,MUS,2011,3.88
MLE,MWI,2012,10.8615
BTSX,MWI,2016,6.07
FMLE,MWI,2019,1.71
FMLE,MWI,2017,1.97
FMLE,MWI,2012,2.78
MLE,MWI,2018,9.48
MLE,MWI,2014,10.4468
FMLE,MWI,2010,4.02
FMLE,MWI,2015,2.15
BTSX,MWI,2012,6.76
FMLE,MWI,2018,1.81
MLE,MWI,2015,10.3427
BTSX,MWI,2013,6.42
