SEX,COUNTRY,YEAR,rate
BTSX,VEN,2016,2.19
FMLE,VEN,2016,0.783
BTSX,VEN,2011,3.56
MLE,VEN,2010,5.81
FMLE,VEN,2013,0.816
MLE,VEN,2011,6.27
MLE,VEN,2016,3.62
FMLE,VEN,2014,0.667
MLE,VEN,2019,3.46
MLE,VEN,2018,3.64
BTSX,VEN,2019,2.05
BTSX,VEN,2014,2.13
MLE,VEN,2012,5.54
BTSX,VEN,2013,2.47
FMLE,VEN,2011,0.876
MLE,VEN,2013,4.13
FMLE,VEN,2012,0.918
BTSX,VEN,2010,3.42
FMLE,VEN,2019,0.689
MLE,VEN,2015,3.75
MLE,VNM,2014,10.8283
MLE,VNM,2016,10.8443
BTSX,VNM,2015,7.66
BTSX,VNM,2019,7.51
FMLE,VNM,2016,4.56
FMLE,VNM,2013,4.38
FMLE,VNM,2014,4.46
BTSX,VNM,2013,7.45
FMLE,VNM,2017,4.61
FMLE,VNM,2019,4.66
MLE,VNM,2017,10.7646
MLE,VNM,2013,10.5453
FMLE,VNM,2012,4.34
MLE,VNM,2010,9.8
BTSX,VNM,2012,7.37
BTSX,VNM,2011,7.17
MLE,VNM,2015,10.8388
BTSX,VNM,2017,7.68
BTSX,VNM,2016,7.69
MLE,VNM,2011,10.11
MLE,VNM,2018,10.581
MLE,VUT,2016,28.2755
BTSX,VUT,2017,18.1408
MLE,VUT,2011,29.6687
BTSX,VUT,2014,18.2023
MLE,VUT,2013,29.439
BTSX,VUT,2018,18.1364
BTSX,VUT,2019,18.0299
BTSX,VNM,2010,7.0
FMLE,VNM,2010,4.22
MLE,VNM,2019,10.3839
MLE,VNM,2012,10.4334
FMLE,VNM,2015,4.5
FMLE,VNM,2011,4.25
BTSX,VNM,2018,7.61
BTSX,VNM,2014,7.63
FMLE,VNM,2018,4.64
MLE,VUT,2017,28.4832
MLE,VUT,2019,28.1342
FMLE,VUT,2018,7.55
BTSX,VUT,2012,19.0882
FMLE,VUT,2012,8.1
MLE,VUT,2012,29.7498
MLE,VUT,2010,30.348
BTSX,VUT,2013,18.8794
FMLE,VUT,2013,8.0
FMLE,VUT,2015,7.69
FMLE,VUT,2016,7.5
MLE,WSM,2019,17.9866
FMLE,WSM,2010,6.75
BTSX,WSM,2018,12.6487
FMLE,WSM,2014,6.8
FMLE,VUT,2010,8.27
BTSX,VUT,2015,18.1658
BTSX,VUT,2011,18.9645
BTSX,VUT,2010,19.4775
MLE,VUT,2018,28.423
FMLE,VUT,2017,7.49
BTSX,VUT,2016,18.0384
FMLE,VUT,2011,7.93
FMLE,VUT,2019,7.64
MLE,VUT,2014,28.478
MLE,VUT,2015,28.3366
FMLE,VUT,2014,7.62
MLE,WSM,2017,18.1029
FMLE,WSM,2018,6.75
MLE,WSM,2011,18.3295
MLE,WSM,2016,18.3721
BTSX,WSM,2010,12.7765
BTSX,WSM,2017,12.5601
FMLE,WSM,2017,6.62
FMLE,WSM,2013,6.56
MLE,WSM,2013,17.2669
FMLE,WSM,2011,6.84
BTSX,WSM,2019,12.5512
FMLE,WSM,2012,6.8
MLE,WSM,2014,18.3148
MLE,WSM,2010,18.4231
MLE,WSM,2018,18.1466
BTSX,WSM,2015,12.6575
FMLE,YEM,2018,4.69
BTSX,YEM,2013,5.67
FMLE,YEM,2017,4.4
MLE,YEM,2011,6.64
FMLE,YEM,2013,4.58
MLE,YEM,2010,6.75
BTSX,YEM,2016,5.71
MLE,WSM,2012,18.2759
FMLE,WSM,2016,6.81
FMLE,WSM,2019,6.72
BTSX,WSM,2011,12.7728
BTSX,WSM,2012,12.7239
BTSX,WSM,2014,12.7513
FMLE,WSM,2015,6.74
BTSX,WSM,2016,12.7914
MLE,WSM,2015,18.1851
BTSX,WSM,2013,12.0896
BTSX,YEM,2015,5.51
FMLE,YEM,2019,4.64
BTSX,YEM,2010,5.69
BTSX,YEM,2017,5.58
MLE,YEM,2015,6.68
MLE,YEM,2017,6.75
MLE,YEM,2012,6.76
FMLE,YEM,2012,4.64
FMLE,YEM,2015,4.32
BTSX,YEM,2011,5.62
BTSX,YEM,2014,5.68
BTSX,ZAF,2019,23.5219
FMLE,ZAF,2010,12.3198
BTSX,YEM,2018,5.86
FMLE,YEM,2010,4.6
BTSX,YEM,2012,5.71
MLE,YEM,2014,6.87
MLE,YEM,2019,6.99
FMLE,YEM,2016,4.38
FMLE,YEM,2011,4.58
MLE,YEM,2016,7.02
FMLE,YEM,2014,4.46
BTSX,YEM,2019,5.82
MLE,YEM,2018,7.02
MLE,YEM,2013,6.74
MLE,ZAF,2011,34.0876
BTSX,ZAF,2010,24.6368
BTSX,ZAF,2017,25.2197
FMLE,ZAF,2012,10.1393
BTSX,ZAF,2014,24.0724
BTSX,ZAF,2018,24.1491
BTSX,ZAF,2015,24.522
MLE,ZAF,2012,35.9892
FMLE,ZAF,2014,9.8
BTSX,ZAF,2013,23.7095
FMLE,ZAF,2015,9.92
FMLE,ZAF,2011,10.9616
FMLE,ZAF,2016,10.0524
FMLE,ZAF,2019,9.81
FMLE,ZAF,2017,10.0328
FMLE,ZMB,2016,3.57
BTSX,ZMB,2013,9.08
MLE,ZMB,2019,12.0087
BTSX,ZMB,2019,7.29
BTSX,ZMB,2011,10.2507
BTSX,ZAF,2012,22.8975
MLE,ZAF,2019,37.6359
MLE,ZAF,2017,40.8208
MLE,ZAF,2015,39.5051
MLE,ZAF,2013,38.0979
MLE,ZAF,2010,37.2842
BTSX,ZAF,2016,24.4373
MLE,ZAF,2016,39.2042
MLE,ZAF,2018,39.0206
FMLE,ZAF,2018,9.68
BTSX,ZAF,2011,22.3735
FMLE,ZAF,2013,9.68
MLE,ZAF,2014,38.7163
FMLE,ZMB,2014,4.35
BTSX,ZMB,2010,10.1479
FMLE,ZMB,2013,4.81
MLE,ZMB,2011,15.2789
BTSX,ZMB,2014,9.0
MLE,ZMB,2016,13.4582
MLE,ZMB,2018,13.2312
MLE,ZMB,2017,13.6307
MLE,ZMB,2013,13.4423
BTSX,ZMB,2018,8.11
FMLE,ZMB,2019,2.67
FMLE,ZMB,2010,5.37
BTSX,ZWE,2013,18.5682
FMLE,ZWE,2014,14.3016
FMLE,ZWE,2018,8.67
BTSX,ZMB,2016,8.46
FMLE,ZMB,2017,3.52
FMLE,ZMB,2018,3.09
MLE,ZMB,2012,13.9807
FMLE,ZMB,2012,4.95
BTSX,ZMB,2017,8.53
BTSX,ZMB,2012,9.41
FMLE,ZMB,2015,3.81
BTSX,ZMB,2015,8.72
MLE,ZMB,2014,13.7531
MLE,ZMB,2015,13.7316
FMLE,ZMB,2011,5.34
MLE,ZMB,2010,15.0412
FMLE,ZWE,2011,15.1926
BTSX,ZWE,2017,15.0246
MLE,ZWE,2018,19.8687
BTSX,ZWE,2014,18.1701
BTSX,ZWE,2015,17.9558
MLE,ZWE,2015,23.8332
MLE,ZWE,2013,23.0028
MLE,ZWE,2014,22.4379
FMLE,ZWE,2012,14.265
MLE,ZWE,2017,21.0102
BTSX,ZWE,2010,21.5098
BTSX,ZWE,2011,20.6967
BTSX,ZWE,2019,14.1239
MLE,,2010,12.0627
FMLE,,2011,4.1
FMLE,,2013,3.76
BTSX,,2015,7.32
MLE,,2019,10.5522
FMLE,,2019,3.27
BTSX,,2011,7.91
FMLE,,2010,4.33
MLE,,2014,11.2969
FMLE,,2012,3.89
MLE,,2015,11.1191
MLE,,2013,11.5711
MLE,ZWE,2012,25.6257
FMLE,ZWE,2010,17.2026
MLE,ZWE,2011,26.7533
MLE,ZWE,2016,22.4819
MLE,ZWE,2019,19.9779
MLE,ZWE,2010,26.2441
FMLE,ZWE,2015,12.6276
BTSX,ZWE,2016,16.7504
BTSX,ZWE,2012,19.6707
FMLE,ZWE,2016,11.5503
BTSX,ZWE,2018,14.0043
BTSX,,2010,8.18
FMLE,,2018,3.27
FMLE,,2015,3.54
MLE,,2018,10.6927
MLE,,2012,11.6768
MLE,,2011,11.7511
BTSX,,2018,6.98
BTSX,,2019,6.9
BTSX,,2016,7.18
MLE,,2016,10.9329
MLE,,2012,13.3979
FMLE,ZWE,2017,9.59
FMLE,ZWE,2019,8.79
FMLE,ZWE,2013,14.5466
FMLE,,2017,3.34
BTSX,,2012,7.77
FMLE,,2016,3.45
BTSX,,2013,7.65
BTSX,,2014,7.46
MLE,,2017,10.8517
FMLE,,2014,3.64
BTSX,,2017,7.09
MLE,,2013,13.4192
BTSX,,2016,9.23
FMLE,,2013,3.92
MLE,,2015,13.9865
FMLE,,2017,4.3
FMLE,,2011,3.89
BTSX,,2011,8.56
BTSX,,2010,8.36
MLE,,2011,13.3548
BTSX,,2019,9.64
BTSX,,2012,8.59
FMLE,,2016,4.16
BTSX,,2017,9.72
FMLE,,2010,3.79
MLE,,2010,13.0623
MLE,,2016,14.4418
MLE,,2018,14.9372
FMLE,,2015,4.2
BTSX,,2013,8.61
MLE,,2014,13.7472
FMLE,,2019,4.38
FMLE,,2014,4.06
BTSX,,2014,6.11
FMLE,,2016,3.33
FMLE,,2010,3.63
MLE,,2019,8.35
BTSX,,2012,6.2
FMLE,,2012,3.56
MLE,,2011,8.61
FMLE,,2012,3.91
BTSX,,2015,9.03
MLE,,2017,15.2801
FMLE,,2018,4.36
BTSX,,2018,9.57
BTSX,,2014,8.84
MLE,,2019,15.0459
FMLE,,2018,3.23
MLE,,2017,8.54
BTSX,,2018,5.9
FMLE,,2014,3.43
FMLE,,2015,3.36
MLE,,2016,8.59
FMLE,,2019,3.18
BTSX,,2019,5.85
BTSX,,2016,6.05
BTSX,,2010,6.11
BTSX,,2011,6.18
FMLE,,2017,5.87
BTSX,,2010,16.7478
BTSX,,2011,16.2454
MLE,,2013,8.63
MLE,,2015,8.58
BTSX,,2015,6.05
MLE,,2018,8.41
FMLE,,2013,3.49
BTSX,,2013,6.15
FMLE,,2017,3.27
MLE,,2010,8.45
FMLE,,2011,3.6
MLE,,2012,8.67
BTSX,,2017,5.99
MLE,,2014,8.63
BTSX,,2013,15.7271
BTSX,,2014,15.5512
BTSX,,2019,12.759
FMLE,,2015,6.37
BTSX,,2017,13.5783
FMLE,,2018,5.82
FMLE,,2014,6.45
FMLE,,2010,6.79
MLE,,2017,21.7839
MLE,,2012,26.0734
FMLE,,2019,5.6
FMLE,,2016,6.08
MLE,,2018,21.4044
BTSX,,2016,14.3152
MLE,,2010,27.3903
MLE,,2016,23.09
BTSX,,2012,15.9924
FMLE,,2013,6.53
FMLE,,2011,6.62
MLE,,2019,20.3576
MLE,,2015,20.7329
BTSX,,2016,13.5532
BTSX,,2017,13.6427
BTSX,,2018,13.5194
BTSX,,2011,14.6048
FMLE,,2013,7.23
MLE,,2011,21.9075
MLE,,2018,20.2566
MLE,,2016,20.3616
FMLE,,2014,7.14
MLE,,2015,23.9922
MLE,,2014,25.2566
MLE,,2011,26.5263
FMLE,,2012,6.55
BTSX,,2018,13.3738
MLE,,2013,25.5442
BTSX,,2015,14.9027
BTSX,,2010,14.6393
FMLE,,2010,7.4
BTSX,,2012,14.3164
MLE,,2019,19.948
MLE,,2017,20.5637
BTSX,,2014,14.0292
FMLE,,2018,6.84
FMLE,,2011,7.41
BTSX,,2019,13.3296
BTSX,,2012,6.59
BTSX,,2018,6.11
BTSX,,2017,6.11
BTSX,,2015,6.24
FMLE,,2017,6.78
FMLE,,2019,6.76
MLE,,2013,21.4076
BTSX,,2015,13.8804
FMLE,,2016,6.81
FMLE,,2012,7.2
FMLE,,2015,7.1
MLE,,2012,21.5264
MLE,,2010,21.9967
BTSX,,2013,14.2751
MLE,,2014,21.0073
FMLE,,2014,3.64
FMLE,,2018,3.44
BTSX,,2016,6.19
MLE,,2017,8.78
FMLE,,2016,3.54
FMLE,,2012,3.87
MLE,,2010,9.62
FMLE,,2013,3.74
FMLE,,2017,3.45
FMLE,,2011,4.02
BTSX,,2013,6.45
MLE,,2015,8.92
MLE,,2014,9.03
BTSX,,2010,6.86
BTSX,,2014,6.33
MLE,,2011,9.51
FMLE,,2015,3.59
MLE,,2018,8.8
MLE,,2013,9.2
MLE,,2012,9.34
BTSX,,2019,6.11
FMLE,,2013,7.31
BTSX,,2019,9.24
BTSX,,2015,9.24
MLE,,2012,13.1355
MLE,,2017,11.3981
BTSX,,2018,9.21
MLE,,2016,11.4851
MLE,,2019,8.81
FMLE,,2010,4.12
MLE,,2016,8.85
BTSX,,2011,6.75
FMLE,,2019,3.43
BTSX,,2011,10.6596
FMLE,,2015,6.72
FMLE,,2018,6.67
MLE,,2013,12.6966
FMLE,,2014,6.87
FMLE,,2011,7.9
FMLE,,2019,6.71
MLE,,2011,13.3074
MLE,,2018,11.6503
BTSX,,2014,9.57
FMLE,,2017,6.5
FMLE,,2010,8.02
MLE,,2014,12.1532
FMLE,,2019,8.12
BTSX,,2017,9.61
BTSX,,2012,10.4093
MLE,,2010,13.3721
BTSX,,2016,9.08
FMLE,,2016,6.58
BTSX,,2017,8.99
BTSX,,2010,10.749
FMLE,,2012,7.57
BTSX,,2013,10.0566
MLE,,2015,11.6711
MLE,,2019,11.6744
FMLE,,2015,7.92
BTSX,,2016,9.63
BTSX,,2012,11.1794
FMLE,,2013,8.63
BTSX,,2010,11.5631
FMLE,,2011,9.39
BTSX,,2014,10.086
BTSX,,2015,9.76
MLE,,2019,11.934
FMLE,,2010,9.49
MLE,,2016,11.3869
BTSX,,2019,10.0729
FMLE,,2012,8.97
MLE,,2017,11.3863
FMLE,,2016,7.77
MLE,,2010,13.5281
FMLE,,2017,7.73
MLE,,2012,13.2761
BTSX,,2018,9.97
MLE,,2011,13.4877
MLE,,2015,11.5154
MLE,,2015,12.0274
BTSX,,2014,8.75
BTSX,,2019,8.07
MLE,,2016,11.9975
BTSX,,2016,8.48
BTSX,,2012,9.15
MLE,,2017,11.8129
FMLE,,2015,4.99
FMLE,,2018,8.03
BTSX,,2011,11.4947
FMLE,,2014,8.07
MLE,,2014,12.002
BTSX,,2013,10.7292
MLE,,2018,11.8102
MLE,,2013,12.7227
FMLE,,2018,4.83
FMLE,,2019,4.75
FMLE,,2014,5.16
MLE,,2018,11.6638
FMLE,,2016,4.92
FMLE,,2012,5.62
MLE,,2010,13.6135
BTSX,,2017,8.35
MLE,,2011,13.0524
MLE,,2015,13.0141
MLE,,2017,12.7665
MLE,,2019,11.3455
FMLE,,2011,6.04
BTSX,,2011,9.57
BTSX,,2013,8.85
MLE,,2012,12.6253
BTSX,,2018,8.27
BTSX,,2015,8.53
MLE,,2013,12.33
MLE,,2014,12.2936
FMLE,,2010,6.41
BTSX,,2010,10.0363
FMLE,,2017,4.85
FMLE,,2013,5.32
BTSX,,2018,9.26
FMLE,,2018,5.72
BTSX,,2014,9.71
MLE,,2018,12.7486
FMLE,,2019,5.68
MLE,,2012,13.9903
FMLE,,2012,6.46
BTSX,,2013,9.99
FMLE,,2010,6.98
FMLE,,2016,5.72
BTSX,,2015,9.46575
BTSX,,2011,10.5783
MLE,,2019,12.5785
BTSX,,2010,10.8136
FMLE,,2015,5.86
MLE,,2010,14.5819
FMLE,,2013,6.24
FMLE,,2011,6.79
MLE,,2016,12.8563
FMLE,,2014,6.78
FMLE,,2017,6.27
FMLE,,2012,7.5
BTSX,,2012,9.96
BTSX,,2014,9.32
BTSX,,2017,8.85
MLE,,2010,13.603
FMLE,,2011,8.18
FMLE,,2015,6.49
MLE,,2011,14.3052
FMLE,,2014,5.99
BTSX,,2016,9.32
BTSX,,2019,9.16
BTSX,,2012,10.2554
MLE,,2014,13.3632
FMLE,,2017,5.65
BTSX,,2017,9.24
MLE,,2013,13.6699
FMLE,,2019,6.23
MLE,,2014,11.7572
FMLE,,2018,6.3
BTSX,,2016,8.93
MLE,,2012,12.3224
BTSX,,2018,8.88
FMLE,,2010,8.64
BTSX,,2011,10.6522
MLE,,2015,11.541
BTSX,,2010,11.1687
FMLE,,2013,7.12
MLE,,2017,11.3404
MLE,,2011,13.0284
BTSX,,2015,9.06
BTSX,,2013,9.62
MLE,,2018,11.3597
BTSX,,2019,8.73
MLE,,2016,11.3951
MLE,,2013,12.0278
MLE,,2019,11.1384
FMLE,,2016,6.37
